scavenge-survive	https://github.com/Southclaws/ScavengeSurvive.git	399ba8e8fd164243b32fb694f4bb6ce37fe40c35	gamemodes/ScavengeSurvive.pwn	scavenge-survive.toml
gta-open	https://github.com/PatrickGTR/gta-open.git	c7630a5751827c23cf06308fd7b2d0095801e76e	gamemodes/main.pwn	gta-open.toml
akrp-v5	https://github.com/najuaircrack/AKRP-V5.git	72aabd8d2199a9782eba62ea7f8ff99fefb03d90	gamemodes/AKRPV5.pwn	akrp-v5.toml
